,Alcoholic Beverages,Animal Products,Animal fats,"Aquatic Products, Other",Cereals - Excluding Beer,Eggs,"Fish, Seafood",Fruits - Excluding Wine,Meat,Milk - Excluding Butter,Miscellaneous,Offals,Oilcrops,Pulses,Spices,Starchy Roots,Stimulants,Sugar Crops,Sugar & Sweeteners,Treenuts,Vegetal Products,Vegetable Oils,Confirmed,Deaths,Recovered
0,0.0,0.15259297250742715,0.10901585755124542,0.0,0.9857227861393071,0.09199187276676243,0.0,0.152591622735991,0.08789218454826961,0.2375345978508629,0.021147014041617326,0.15608234560199624,0.015022505088730253,0.06614400169227108,0.08203573184723816,0.00162005149080853,0.03733200597312096,0.0,0.17445268640227268,0.08803659394792399,0.8482021520976908,0.14481452483229995,0.013626460267069571,0.03335951842076515,0.013647751816696259
1,0.17683328809089852,0.7001025770053321,0.13576986680682504,0.0,0.25390969548477427,0.5537027954879843,0.03329334812031777,0.43081923531911476,0.34771262196428226,0.9999999999999999,0.04973777702588395,0.33038053649407356,0.10231931423984403,0.10697004151352496,0.0,0.05011324882236702,0.12448979591836735,0.0,0.3115460059071539,0.279521463757917,0.29975093700882605,0.20017140317836507,0.28507123039726456,0.27477757305909156,0.1983032261230991
2,0.01737309497033389,0.2133263013247917,0.024882382350301897,0.0,0.5619425971298565,0.2797589854970925,0.027046601634112665,0.3483903570731259,0.09312131185853117,0.39380494952784106,0.08839451869396042,0.0744853399875234,0.023976759076096817,0.1441074592136228,0.09793476479265695,0.08422203992343451,0.07431557989049278,0.0,0.3729510968818343,0.15763546798029557,0.7866521581429089,0.511172947923059,0.023500018689654754,0.03536770968086154,0.018537011336468838
3,0.37592585411253737,0.14849473083213177,0.03389439409283783,0.0,0.3288624431221562,0.01772577594058712,0.18948464341488808,0.2487911885975491,0.2563148772080161,0.039665418430478674,0.055912705126036216,0.1374922021210231,0.10144969085366434,0.1980618207779159,0.0,0.6361591365228743,0.021951219512195124,0.0,0.23395260748991042,0.0,0.8516261637045097,0.35355608692892054,0.0058970607307965986,0.007876653585667196,0.006284126952579672
4,0.44675611742350796,0.6649844682930606,0.1977899419282885,0.0,0.16678333916695837,0.13094654242275625,0.39110064957110197,0.4060342946398833,0.6560850682610474,0.46539197329859977,0.26103874132972427,0.20536494073611977,0.05530231358045927,0.05983764774319787,0.28659236190788395,0.028356060488801526,0.24574415131906424,0.0,0.5798029445584288,0.05791695988740323,0.334353766170959,0.39760247159151024,0.02820610957030572,0.03852098164106385,0.021108301042548308
5,0.2783185325939427,0.6465835083271239,0.13652620918635508,0.0,0.27428071403570176,0.5923772157219925,0.04540207772220084,0.1515120192031607,0.8907920618536624,0.3100781504395962,0.0,0.327386150966937,0.0012423191231138249,0.016327771754937995,0.025323717423373217,0.05730545193761255,0.11523145843703336,0.0,0.7186661556151782,0.032582688247712877,0.3521267077741508,0.487599720676302,0.4185129520925886,0.5836594688387794,0.43199641812949363
6,0.04409198433319114,0.5423662386173393,0.22697963003320218,0.0,0.3608435421771088,0.4989840958453024,0.04044542018423375,0.2741503864750945,0.38225212768029293,0.5616961087593617,0.0961766198612756,0.3648159700561447,0.020020450484026637,0.05798672624871097,0.013276512047205376,0.04937545467209435,0.34768541562966654,0.0,0.5204833945843573,0.2171710063335679,0.4574102285092494,0.27945066339378294,0.5458276639746579,0.5681193219295783,0.5971777456812937
7,0.3835847520068251,0.6769550112737934,0.2439140077172562,0.0,0.09403220161008052,0.31479016324528836,0.1367041622343435,0.17388507964947342,0.7003525035542486,0.47676856072940405,0.17881915073591612,0.43331253898939487,0.061791041923492246,0.017967159364340676,0.08662514341911162,0.05262587645301593,0.255550024888004,0.0,0.5772213829955132,0.5951442646023927,0.3228871962277837,0.78810546585691,0.010733569749789746,0.019034635876530745,0.011204708103616293
8,0.5460309458254159,0.676761469754299,0.6734267437537658,0.0,0.11964648232411623,0.537027954879843,0.0919358124165403,0.16659201323088585,0.45879019222155143,0.4000427385216541,0.0,0.1351216469120399,0.06427568016971989,0.014318199846637934,0.08875594164891001,0.060282425536964515,0.1819810851169736,0.0,0.6286496967510652,0.29535538353272345,0.3230806432112201,0.6591298643587193,0.45539216039279806,0.4836340791273645,0.49744845934727533
9,0.4373327645712956,0.316658118582889,0.1672926788621534,0.0,0.6925166258312917,0.3706298605759126,0.021886245841160622,0.16814250766633362,0.25650963055290477,0.31106520677303806,0.027237354085603117,0.14073611977542108,0.002905115487896945,0.01065601946111743,0.013194558269136207,0.09871995294627517,0.15236436037829768,0.0,0.30853606294951863,0.31745249824067556,0.6826163704509736,0.029180862094504503,0.21956661329318808,0.168382573489194,0.24619529512368313
10,0.5651103269089076,0.6372015831696294,0.18209904239363137,0.0,0.06198459922996147,0.45015063406431727,0.2827105447796664,0.4950556455225166,0.7675521452080941,0.29215849886030604,0.9115208932498732,0.3361197754210854,0.09659508997257339,0.01619556307676036,0.18062612686444846,0.021488899551648174,0.20726729716276757,0.0,0.9008973462899915,0.12061928219563688,0.36439608269858526,0.23561588759337243,0.20181345788114663,0.24151577293532317,0.1919401759575377
11,0.0,0.036085816309743834,0.019754637404335508,0.0,1.0,0.14881244307433616,0.18749292714392413,0.058333046204734174,0.004751981615284246,0.06651945620319114,0.016325494840128577,0.048034934497816595,0.011171315807077396,0.16300007932520694,0.4105064743484675,0.08423235872273903,0.009606769537083127,0.03254637436762226,0.08419949045160416,0.08135116115411681,0.9639076290654092,0.26414076221512156,0.030398058142468598,0.026010492700412457,0.03145438402753851
12,0.21762903788730759,0.5063046149975323,0.14832002256207777,0.0,0.22383269163458175,0.39816436628599455,0.320485254509653,0.20522803753345048,0.522523224336378,0.3079106968414197,0.7595161563187279,0.12925764192139738,0.1121527479143373,0.16666225971072743,0.24061629241108018,0.07304162087699476,0.14614235938277753,0.0,0.8345433228868395,0.19444053483462348,0.4938701487123687,0.3727172693992424,0.056078678831368814,0.033823300953129326,0.051995744553223935
13,0.639450110520805,0.5148543116212005,0.3428923045367724,0.0,0.18599929996499825,0.5831289847964688,0.11006495711020074,0.14369063616212432,0.5274212709603288,0.21079249430153044,0.14143122991033666,0.43605739238927005,0.020077788289708815,0.0,0.012456974266513687,0.24202743768735072,0.19666500746640123,0.0,0.4426194394967645,0.29943701618578467,0.484173618667634,0.5493471866601772,0.26331802553699457,0.10199123267141255,0.2890200412605818
14,0.44768681893977585,0.6065107367157939,0.6123937595344008,0.0,0.14307315365768292,0.4702585300917817,0.13514247561279222,0.14160033996026142,0.290143533215183,0.4593577010745685,0.0,0.23181534622582656,0.02111942509293502,0.03859171316005183,0.076135059826258,0.09780673920782577,0.05943255350920857,0.0,0.690900277320587,0.39218859957776214,0.3932970620239391,0.6496603677762024,0.6039660269578742,1.0,0.0
15,0.29470275720324196,0.36538219611562167,0.33503403540707893,0.0,0.34826391319565986,0.1946332235689764,0.08390104791435618,0.2726343474715456,0.3554345920891192,0.18048884728101594,0.43901201150397573,0.0462882096069869,0.05674531502346071,0.3014225653771914,0.0304048516636617,0.01066447908121411,0.14763563962170234,0.0,0.7844001533154464,0.09127375087966222,0.6356522790472738,0.44261167657701506,0.27599075653845917,0.3938517550126934,0.30305941561148136
16,0.34133478109124754,0.04174206721696973,0.011627161664978786,0.0,0.33318165908295416,0.024942198556715478,0.11911821288730959,0.0706566056805522,0.08761952986542544,0.0416598827743406,0.0460159025545593,0.09058016219588272,0.17692535573330273,0.2183426320103652,0.8328962465169645,0.731128205921959,0.009009457441513193,0.0,0.08513516560322862,0.35763546798029555,0.9586700519888767,0.39291533529424205,0.003269826803696221,0.002429450066640767,0.003228296959957552
17,0.15238298367394423,0.4065242846221585,0.11707923647877756,0.0,0.44408470423521174,0.37378266657325027,0.024036394088223976,0.26120662922509735,0.6287124856369409,0.15453028329534352,0.1077651835560819,0.10605115408608859,0.03685865275269248,0.12074618577963458,0.06966071135879365,0.1678559082865118,0.1374315579890493,0.0,0.5652154307487656,0.5530612244897959,0.5921605609962519,0.1822587129949002,0.1875629459251705,0.49849786110281663,0.15914101274776316
18,0.7534028774188545,0.3596194973726739,0.07059622854359225,0.0,0.4296989849492475,0.1904995445946893,0.041554444016929586,0.20096704912196076,0.26592595477827335,0.4846751872354282,0.16824564371510745,0.1336244541484716,0.027531703028391766,0.1031492107141913,0.8524831994754959,0.10165049194875685,0.41881533101045304,0.0,0.26495389263409463,0.18304011259676284,0.6404352557127315,0.21371437035783059,0.3614348333756731,0.7848605982033345,0.3274733512489549
19,0.30243921355721876,0.31431142765901854,0.1342187239606702,0.0,0.47030801540077005,0.061654872836824776,0.04352352714845076,0.10089698974376644,0.1540791088086938,0.46428280690328877,0.37954660801894774,0.26662507797878976,0.045258641285131344,0.07627118644067797,0.2801999672184888,0.12264408913378841,0.12762568442010952,0.0,0.5931504069623249,0.030049261083743842,0.6853536452665943,0.48236240133736796,0.09743192113928245,0.03793909370086662,0.09345258065004398
20,0.27754294799705276,0.560418823848186,0.19534144371658957,0.0,0.1972278613930697,0.29958663210257136,0.05225991897336079,0.18109775006029702,0.6679163339630358,0.3687011559752523,0.0,0.13437305053025578,0.06741970318129258,0.26860837145350225,0.012620881822652025,0.07695760521305742,0.06893977103036338,0.31146711635750424,0.6366423917209657,0.0541871921182266,0.4397388465723613,0.6634784264765007,0.42850707969103313,0.5856887091925249,0.44021296508629953
21,0.7131888160701129,0.516092977345965,0.31509992692963457,0.0,0.3141232061603081,0.3957121838436209,0.06402915148360228,0.18619715398132516,0.39114261787446203,0.4343658417453598,0.07477584165115887,0.33100436681222706,0.05912483395927104,0.046762209471429714,1.0,0.03137430928537156,0.10562468889995023,0.0,0.4477938358171939,0.09957776213933849,0.48409623987425965,0.457022240091415,0.31004793598159286,0.7248973640593709,0.3085172498667724
22,0.4883856206615737,0.0566544412940186,0.016498519363646855,0.0,0.7927406370318516,0.08989000210187068,0.0582577009256954,0.0,0.08377315130387365,0.0910025236079453,0.031128404669260704,0.11466001247660636,0.3496841642537006,0.3208572410693038,0.04523848549418128,0.009503614159456407,0.009158785465405675,0.0,0.12247198611142424,0.051724137931034475,0.9424398500785875,0.34680576422540577,0.005130576748233696,0.0034571765564097544,0.00531328168532577
23,0.24285492690115174,0.3341058865653154,0.1350776212391196,0.0,0.5201470073503676,0.22363903874448263,0.08998936242446189,0.1497892476082188,0.3058990788166787,0.31583767502442195,0.3699881576721368,0.0991890205864005,0.04008868247278843,0.29175811100240623,0.40731027700376987,0.08228726505383835,0.08904927824788453,0.0,0.33139810159402966,0.04194229415904293,0.6655688550356669,0.37671667689442834,0.24846726357007168,0.1309436246431852,0.2722550991006297
24,0.2744212199945709,0.11709261929415408,0.012960375350930045,0.0,0.842145607280364,0.057661318573530435,0.4026888169658013,0.0574142346874318,0.14423432722457008,0.008679990231195048,0.15395026222297414,0.1009357454772302,0.17604617604617603,0.12295407070520112,0.11596459596787412,0.07246376811594203,0.020109507217521156,0.23861720067453626,0.39530584176944056,0.028430682617874733,0.8814992141216298,0.04038555134689041,0.00026394692940295573,0.0,0.0003240753273222925
25,0.2959436925582658,0.02628293834734896,0.01931877908392837,0.0,0.40474623731186565,0.0,0.12366747391530677,0.3856366789557707,0.06823183438175551,0.030283295343536305,0.04779225173405516,0.07049282595134124,0.22698126009384287,0.47083476559401366,0.5404851663661695,0.4038520077803747,0.0187655550024888,0.0,0.10406285933307777,0.22540464461646725,0.9727820094305406,0.33994963709080134,0.011310643078866053,0.009610693817959653,0.012269461562891352
26,0.3053476557955559,0.5358632435623252,0.5083646339431077,0.0,0.14250612530626533,0.5284803475092833,0.11988773962836383,0.1919282408204987,0.4380002726546829,0.25470123738196027,0.2179834207409914,0.01784154709918902,0.12415546190380626,0.20820222639414054,0.11735781019505,0.06313557354466236,0.12115480338476856,0.0,0.6223254345816517,0.41308937368050663,0.4635618425825172,0.7435300590388725,0.20269714956513615,0.2923116124530079,0.21126939166971803
27,0.10474269980998177,0.27913525649089865,0.09477354596382376,0.0,0.0,0.02669375744412527,0.09653033972342302,0.2018973457832294,0.4555085983601768,0.07779428524910452,0.024023007951277285,0.42570180910792266,0.21838058924151638,0.3007350802506677,0.0,1.0,0.04245893479342957,0.0,0.115820801298672,0.0,0.7198258977149077,0.40974882028059334,0.0098944570371873,0.007034266212715745,0.01118807028055402
