,Unnamed: 0,Alcoholic Beverages,Animal Products,Animal fats,"Aquatic Products, Other",Cereals - Excluding Beer,Eggs,"Fish, Seafood",Fruits - Excluding Wine,Meat,Milk - Excluding Butter,Miscellaneous,Offals,Oilcrops,Pulses,Spices,Starchy Roots,Stimulants,Sugar Crops,Sugar & Sweeteners,Treenuts,Vegetal Products,Vegetable Oils,Confirmed,Deaths,Recovered,Vegetables
20,20,0.2556268386179091,0.6554183617159132,0.17685786119500735,0.0,0.18079901599895,0.303272170023654,0.062412782066944505,0.20957556264619748,0.7706167131576263,0.4100910748535706,8.18911393787e-05,0.1466764312047857,0.061049771768283835,0.26452988959060936,0.011720553143607334,0.08163068868356337,0.1881928848850023,0.27018470139325756,0.3097122017915795,0.05228676022126446,0.32723099491215357,0.4737923840864226,0.4285070796910331,0.5856887091925249,0.4402129650862994,0.13243513565227577
21,21,0.5538371134840167,0.5960566467695944,0.24757160339500828,0.0057760723188192,0.2892863732019924,0.3930009267369347,0.06203362130109904,0.17161841519577872,0.45784757636143425,0.5048212723001376,0.06815169218551825,0.32429276721733696,0.06001885655214967,0.04441043301527257,0.9299816117620864,0.042296232924015,0.1820823527323394,0.0,0.22035611094718133,0.09155631726055591,0.41431489553173917,0.3202468935715956,0.3100479359815928,0.7248973640593709,0.3085172498667724,0.26258857217895104
22,22,0.8294618735538579,0.08664622869250482,0.013179857684990267,0.0,0.7418386135268734,0.11129361761084433,0.071308430878517,0.0,0.09570922104801986,0.0969521201443429,0.03430362472912725,0.1316166471059298,0.405361098812445,0.3460489238259745,0.04299966305880134,0.010358331797775967,0.009874654863657267,0.0,0.0679663386368871,0.06364872443219294,0.9275093967919594,0.25120263509643537,0.0051305767482336,0.0034571765564097,0.005313281685325699,0.03979327078780745
23,23,0.24472198048989477,0.367405556444607,0.07576947496073616,0.002814617231154967,0.4682159438871363,0.252125499271952,0.11038397342351447,0.16393807133635646,0.3384457036955227,0.30885613647022186,0.3377210537773797,0.09663301379965579,0.04209537868883297,0.30147402352024627,0.3933294488730306,0.09517521582618316,0.10777013916168554,0.0,0.17361178194412694,0.03424330334658313,0.608102993881438,0.3666882315051912,0.24846726357007162,0.1309436246431852,0.2722550991006297,0.3124378334793859
24,24,0.308305834382685,0.20502153256775513,0.018549448828277335,0.0,0.7654247185176478,0.06469190516349767,0.4827846466009063,0.06615949164648306,0.12135605331911055,0.008263824550894366,0.1432114143456411,0.11170372724229598,0.26885913071780426,0.12840057836283694,0.11371503292552267,0.064833264062023,0.0435699204275956,0.20974530191458385,0.22528344231130978,0.0266908260966002,0.7780422158105795,0.03866198308124046,0.0002639469294029,0.0,0.0003240753273222,0.1330672643954121
25,25,0.3492625088456646,0.06342570197663694,0.0146799365513268,0.0,0.36369460590188024,0.0031050294110758,0.1522434203435846,0.35125323430103417,0.0848252222453257,0.02979667602407593,0.03368211702278445,0.07195921083633326,0.2572052912082528,0.4619172754864295,0.4760276253962734,0.36489817535503094,0.022502656327659798,0.0,0.04470617529644574,0.18927750339845595,0.9280214773072342,0.22103606001016698,0.011310643078866,0.0096106938179596,0.0122694615628913,0.46004994430379575
26,26,0.2912163792476093,0.5886566749562129,0.6015306240135946,0.0027146754963364,0.14620548267601258,0.5142614728759433,0.13688858105212368,0.18839967806013957,0.5270774372096324,0.33775833281927037,0.19185189489852975,0.012821504695335868,0.1525662219375388,0.198129920081385,0.09544470860497817,0.0940627636055732,0.22588008054464903,0.0,0.3803281262555214,0.2986033100224361,0.4009394210215981,0.6923193765709762,0.2026971495651361,0.2923116124530079,0.211269391669718,0.27171904504236444
27,27,0.12262690317748215,0.3465983619696691,0.09449215128433493,0.0,0.01816185818797837,0.02449629693989557,0.10528997438275323,0.20534724846411667,0.5272950173956459,0.08084788747496911,0.0203916972387275,0.46996854531992427,0.24045671973034297,0.28761169489425553,0.0034945807568502337,0.9017106639591409,0.1138915584575811,0.0,0.08113327556599047,0.0,0.5822759405889295,0.23645188677219783,0.0098944570371873,0.0070342662127157,0.011188070280554,0.08261377545440406
28,28,0.04111040507378403,0.3423011099147167,0.09669724634891437,0.0,0.6256892576638394,0.008956709247380434,0.11536033974206474,0.0164839421946542,0.34209408363546084,0.20994289525994814,0.0188433275789564,0.8488019759425072,0.535637740357975,0.2931402246527602,0.0,0.15766843356408863,0.0011736170878647665,0.0,0.08758962684450083,0.0,0.6963329977715083,0.08875851246331906,0.001947251515517,0.0039942950685465,0.0018673896498958,0.0015480547648095
29,29,0.2672628186320518,0.5752886288487004,0.1370244336627456,0.003076495573816033,0.33603399529896993,0.44119698097477955,0.09840636950659458,0.13322003505353702,0.7289498455209865,0.29344219966301116,0.0763771775559592,0.0463540044656259,0.03693091035725097,0.07679357360132523,0.020813042248531834,0.13374618752519055,0.1036763707728895,0.0,0.3752113419853072,0.1537037657159708,0.4014719478197202,0.18767611514085603,0.36913517963278314,0.5233669888808773,0.4011333780481905,0.249407745474104
30,30,0.1731014887767056,0.6683587236299818,0.08737578899790736,0.044159226619430426,0.20453671844220134,0.7710668256594411,0.33159063973489583,0.13539575376655527,0.8025374095584746,0.13279082126124872,0.4048648864546772,0.8114172472723276,0.11836113406472899,0.020099044190263066,0.054883535195247135,0.04619574653435893,0.17275157508123526,0.009524144249030432,0.2039680924101461,0.40763288514644075,0.2298522999644383,0.18764221806274298,0.0006575779803400999,0.0018543227634527,0.0007395218869039,0.6916838211474479
31,31,0.19507869511544237,0.48947782893232267,0.050183990831719566,0.0,0.21934647473208027,0.5489146172442189,0.05983411509768901,0.5162785358723493,0.4436637806503478,0.39689422564644894,0.03110385764668315,0.19092898620418597,0.0426849782308992,0.11275242686309124,0.05914466820652023,0.14807141002836732,0.03166756872587187,0.0475878296808833,0.8228464379458579,0.12235736662353432,0.48581905919038615,0.4007248372175029,0.41799867398689655,0.6074526014784583,0.45245603976717613,0.14510951993351284
32,32,0.3915493448599376,0.3186814719897768,0.0085580095517661,0.0,0.14292143173538616,0.019546085632552133,0.322959317622868,0.1875536736817073,0.42098155706766266,0.011918504197643199,0.0694163776016738,0.34107608728334493,0.12057381325846302,0.07916928736703263,0.0032547659190206336,0.72786400437237,0.032367475182285964,0.0,0.14442187917953303,0.002273214510071233,0.6089290206403031,0.2767497996136779,0.0548971128996101,0.0782845755931304,0.0420051234471942,0.30631344752084033
33,33,0.13313048269182254,0.6327047504108824,0.14684432204503314,0.00013893850978523333,0.1887120350406927,0.45270172112566937,0.16923897812491037,0.29490358024249147,0.38993423578621283,0.5975374602682954,0.0318229300122293,0.11355548728783789,0.08407978776105644,0.23659950255583473,0.06318884279314284,0.034543770068701705,0.19327415173287396,0.0,0.42514093429731586,0.0735859125330468,0.3879829086308677,0.4773247316337254,0.3692511163644841,0.281939518925636,0.3380337527032204,0.14679179679317725
34,34,0.10637572856964807,0.10007744678905023,0.0053473948344171,0.0,0.36234071425415076,0.09465019179329426,0.18337380829669173,0.2426485189911419,0.0995780256331892,0.013811277996256135,0.0099645164256871,0.28573722970243526,0.14790161347299877,0.054308642952135104,0.20998145046906727,0.8284312570008213,0.2881010708285507,0.0,0.050684510801828835,0.6130534730804339,0.8729139613945157,0.2884135160101623,0.010823272275076,0.0033377492401884,0.0117374526241535,0.1675396801940041
35,35,0.4418775994228668,0.686483195584907,0.20174776495739896,9.924179270373334e-05,0.15912669508117344,0.30636328008617414,0.13653496382186012,0.13917183996081675,0.4996523014090973,0.5987335755906643,0.0,0.2488163117614639,0.05585093159094747,0.013322052537217632,0.0434876584350379,0.051867751120049634,0.38291339192456575,0.0,0.37977759152413615,0.14207181840847247,0.27999037442956676,0.21323167214315566,0.5619386028599712,0.6900813467320567,0.6248658004705075,0.551799704668991
36,36,0.13711651413168766,0.3547554731932078,0.05758120008428916,0.0,0.3222256229940032,0.3315674966424164,0.03748459628361806,0.34775624563940655,0.41901954439091454,0.23412451722257444,0.02313353801022975,0.14743384493686532,0.14835364502335283,0.34203313012387165,0.013563640863615367,0.14382814827317933,0.04668852557327677,0.0,0.3595003950870494,0.0002642356982428,0.6322302747900512,0.11995312542111251,0.027234034712492704,0.011138679382426,0.025533741122145,0.40268140320431195
37,37,0.23511245421763502,0.6277562006859277,0.05162042676367707,0.0002977253781112,0.19099336711601703,0.3785400697734203,0.21062808865934815,0.22589942663989548,0.6166724330518745,0.42840017253865154,0.46966507535337904,0.15919420009281468,0.08914950989871413,0.06448921733035591,0.05085543104195863,0.03807009328993253,0.3138898104872194,0.0,0.2849625229172475,0.24396068899391762,0.34561656602306345,0.44017659644134227,0.2518662025457703,0.0942758738754792,0.0188523185781832,0.38067339261153693
38,38,0.8166667344454462,0.692915648779144,0.5007735942474,0.00011909015124446667,0.11086185304081099,0.3431381203362213,0.0686396101652392,0.12881339259951952,0.5636779264290565,0.5560131934743833,0.06016974902243,0.14526058502976183,0.022537990211887498,0.03687982515227974,0.05331404582095497,0.10357253254697966,0.18912367777263128,0.0,0.34104734033582323,0.10321884597497104,0.2803174049919066,0.5643724176031107,0.9235811571278859,0.8620345766533215,0.9463993588679885,0.2341712343706333
39,39,0.3587057542592767,0.8419699374706543,0.6655006952222825,0.00019848358540746667,0.14356683960496316,0.5931559217738399,0.18274232831835122,0.13425782689259527,0.48092900892196067,0.6768970682460204,0.0,0.35849240565677337,0.025074011462155835,0.011566218306361134,0.12549394750961454,0.07924068039361509,0.37031376470290817,0.0,0.33512950056612945,0.24594487610967608,0.16429307630217585,0.23866849302826476,0.3327194643853721,0.2050222910331738,0.3658635851071901,0.2582259313395934
40,40,0.022124559467321236,0.13876029967267464,0.03360663682091337,0.0,0.691222666560244,0.052301392120574074,0.04001583430544927,0.09349097482132025,0.15107765090789038,0.1612696035146317,0.27985666293657824,0.19706225223625265,0.014428651251418734,0.37045943146128346,0.1801773091993694,0.031217070239601134,0.0905441518388187,0.0,0.34310009887751064,0.058271734360535,0.8667385868010442,0.4501660521467859,0.05774507496483109,0.0343881637726903,0.0655216946388604,0.47157538346245287
41,41,0.12188382220920509,0.48777318504866307,0.06906649187493304,0.0,0.06885816688387283,0.08739727112996905,0.22986529020166688,0.7580488069938752,0.4306494949168753,0.3641696966921555,0.19982447274099205,0.1608308030849357,0.10385953196216802,0.08541295303100939,0.28427721965790115,0.2701011922279819,0.24037682401200025,0.0,0.33614114066360196,0.006639524303884067,0.41060361791401545,0.1547364995865564,0.0161170096957914,0.0,0.0169004371092299,0.23539763331973612
42,42,0.28905361797064255,0.4656691049327613,0.0670536927631441,0.00011909015124446667,0.15795385250089652,0.45687062916380894,0.08028909373377793,0.847805496820412,0.43937672483666274,0.33547602497666246,0.09361238999408034,0.3173766572257754,0.09885815240601947,0.19154066459369112,0.0407785983825902,0.05593576862069777,0.11642307944562673,0.0,0.24082385248569724,0.0195345515677164,0.4904253339476905,0.4576280452607449,0.2032481273894928,0.1438630261021607,0.1745273461451163,0.1329070641792285
43,43,0.13135744842478864,0.5059819616551794,0.1283320317462472,0.008873666147809567,0.4901363811823824,0.4021847980006297,0.07319751071699247,0.3011881087732268,0.43651461282232895,0.4102335377195639,0.0616836775770589,0.20582502301193847,0.04171117898824827,0.0457436418620252,0.028981036061187033,0.05473479422211086,0.018643860130394735,0.0,0.1619974581305579,0.0214588083548375,0.5106710529381308,0.4683594944959009,0.1410463039085417,0.462084593660862,0.1325443635106184,0.10707028238684285
44,44,0.004780096101882133,0.19337990693810245,0.060185515930947696,0.0,0.7164907742111254,0.12800560108408546,0.1701163413051133,0.2790988909590792,0.1695609722823882,0.11006856298022977,0.00893867208453845,0.2909520098856539,0.06631668213030413,0.08922026625342562,0.10396978518521777,0.058010396699406136,0.053338542667330936,0.748927796398541,0.17822311636380003,0.0341547087901585,0.8088590325017808,0.10128627211845653,0.0160885063629549,0.0513811801983164,0.0144915837809301,0.5036757615864088
45,45,0.1346007034031901,0.38747305324754544,0.10165747705655259,0.0,0.4155637446309128,0.4231673375775435,0.06776377798650696,0.2186923558098515,0.25698295644748964,0.3901640265056547,0.1841235681276785,0.07431369825281786,0.13944170910515105,0.39527712093119355,0.016006819031608,0.054080736472225034,0.1323645935306984,0.0,0.35744784373563965,0.021532772198049666,0.6395950300325117,0.18069192229479467,0.083341550020266,0.1392128424621203,0.0860782258035392,0.31088603418043026
46,46,0.5912431951529226,0.7507541282015789,0.27137266031744406,9.924179270373334e-05,0.20786867749762516,0.44322754857640545,0.0822956500256556,0.13644578211181516,0.37416877896186956,0.8493635086122561,0.04002627434236394,0.16417503090786517,0.012298337078038866,0.04873501384699721,0.1010672320009454,0.1029074686335184,0.3368368021757229,0.0,0.19172492093552687,0.20698226212444712,0.28307340329471814,0.1623326664114162,0.34294521748464896,0.18476179323557682,0.3128971467301182,0.24517262331512069
47,47,0.38299744060327895,0.2489163815163311,0.06377895344825878,0.0003771188122742,0.5877677901634547,0.08588366085183692,0.0411087905467801,0.24241633938530063,0.3019720029831483,0.1843528125491037,0.16171183172584006,0.24754206156172298,0.084502598212155,0.10011818824471073,0.24954356378375464,0.158147205518239,0.039917480845738505,0.0,0.32702477688617676,0.10015320464309387,0.7391917100688883,0.0656996737068727,0.1407930972402008,0.2950483883667008,0.1149196323354288,0.10896096452016485
48,48,0.12497832753421938,0.05350472792380703,0.015618207755763698,0.0,0.7585947063288696,0.018137173965268334,0.0034244248800674,0.018434834675995566,0.038868224068507096,0.14024019481294098,0.00245673418136155,0.09946440562305647,0.051666317308967834,0.6822557981824864,0.5141124050632785,0.29913449513365775,0.12453044845512647,0.0,0.07847926267795097,0.07045013555752096,0.9896916938701485,0.09038511931171243,0.011796917422071599,0.0100663534989134,0.012083930989483899,0.056825154656368504
49,49,0.14212158928412755,0.3687543182105794,0.25044787847100697,0.00041681552935569997,0.29899831654074893,0.18306605723721017,0.2900881265347377,0.0631838646909875,0.36638673933323496,0.1130828101165194,0.0640973141969107,0.1714920338317446,0.3080145100116107,0.2401429924033414,0.09043338220641346,0.2395817890481123,0.11280026811252412,0.0,0.5304939913872793,0.029634389156075264,0.5679511913960357,0.3295371464586065,0.0005705743198811,0.0012037806762827,0.000654343222492,0.2199895271099824
50,50,0.3754139764055249,0.9019563161591709,0.3163034052706509,0.0,0.14973770580326254,0.29491564158234734,0.19773068119236148,0.13609164675526048,0.5455123341885977,0.865922111588569,0.298535524771564,0.12739304691942951,0.025308582005359303,0.018023415019897335,0.028359471045795767,0.07992941414884737,0.37914897018465815,0.0,0.19994943915850472,0.108668528104944,0.14702058136050622,0.28181186362624516,0.0821002724835874,0.0671069081509727,0.062023011933443596,0.17682624708928768
51,51,0.26278943378278824,0.7958632054372057,0.44259967137491624,0.00021833194394823335,0.17037278903433747,0.4042085112724512,0.2069613144752366,0.17627778480868828,0.5543675059418582,0.6231249071298426,0.0499471113375084,0.302250426373138,0.03098527078476793,0.029381193681456197,0.026963326578948635,0.0684942174240115,0.24116177008622822,0.0,0.26621487496592305,0.25397376974545277,0.20324101720209514,0.34260540074858564,0.4995002895953426,0.6555566379802641,0.0406948822405254,0.2503612930897341
52,52,0.29027702180868825,0.6877734037796651,0.15422962965653866,0.0081122791145172,0.16876850667174334,0.3208637910812362,0.3841579119236545,0.12456840189262214,0.8301310980225818,0.2271008957438386,0.9297665558988142,0.2546648540086154,0.20777835225431163,0.04033749162670087,0.014824338044765633,0.08690775226087223,0.18564251390852915,0.2163684348368212,0.19739008769306854,0.0746284820234717,0.21937406644773275,0.33735106522779573,,,,0.19959398491802405
53,53,0.43745941196364974,0.3866899928593617,0.015290829398357597,0.0,0.26432331647796486,0.030032033413372933,0.26252003112535544,0.46170589045566895,0.5255159072041448,0.0727575568522106,0.2008194341523152,0.5801815679899064,0.23443393596993387,0.004256220622886934,0.0007546030787805333,0.375448236799413,0.04386137445452154,0.040363330597326434,0.10834032665548073,0.0089001957322277,0.5476563904199542,0.16790071981364119,0.0493111582854746,0.0171626426495817,0.0535354280661813,0.12069841048931806
54,54,0.13616472461630238,0.2364311412088368,0.008572728005678466,0.0,0.6659954973837768,0.08015679112507974,0.3544927741369383,0.005813313472297867,0.06464800781182624,0.19650892762186004,0.20898581594483148,0.058613536904241,0.572770968700297,0.026923892078742934,0.0035607444067162334,0.0032821669283328333,0.13596025252585753,0.0,0.31813104981893714,0.07592384272100357,0.8124042159269425,0.6033770754642258,0.0168130589988648,0.0298987842609167,0.0177854105377275,0.09241543943592215
55,55,0.17137156806486598,0.44749682993629203,0.1836351604935308,0.0,0.5787199276931704,0.29053569106999944,0.069834635135287,0.09488204501628945,0.25718454325914114,0.47910431190344854,0.20333133967762068,0.1341463516624356,0.019537565691441966,0.00047667395258743335,0.03952393772092163,0.09402441103819346,0.28183648551267343,0.0,0.33401203474670615,0.18825565535259395,0.602967978502347,0.2475319480508338,0.6765973742110264,0.4745494605073856,0.7528037405100605,0.16226663369414795
56,56,0.5187238264590729,0.7495807612162647,0.44555384717377994,0.00021833194394823335,0.1339057565710353,0.4111163401552192,0.10169712312182899,0.14792495525966723,0.5446416303414713,0.6312005622915446,0.0,0.08426137024748831,0.0510139967186353,0.012640058556914434,0.06996323978614984,0.09712808826189144,0.24470408207913308,0.0,0.29771194379185106,0.3853808137795554,0.2554498526912869,0.38339850215039323,0.2635298687439978,0.3984882253763251,0.2711726796431024,0.27122788337754816
57,57,0.08287193716675466,0.10574373557607053,0.0088302341292954,0.0,0.19393566214590066,0.04175772783946457,0.24660176293071687,0.5669926117517553,0.08359522623656096,0.01568017159739483,0.043508852864874145,0.1159166541176766,0.17995011819976336,0.14115873144742955,0.4936429581022641,0.956371501617571,0.0005075315824796667,0.14929490077916843,0.0647157076607732,0.060220776556724274,0.863969889498314,0.14194466464773434,0.0216290258631297,0.0077927104108297006,0.0226069496541407,0.0918311075428294
