,Alcoholic Beverages,Animal Products,Animal fats,"Aquatic Products, Other",Cereals - Excluding Beer,Eggs,"Fish, Seafood",Fruits - Excluding Wine,Meat,Miscellaneous,Milk - Excluding Butter,Offals,Oilcrops,Pulses,Spices,Starchy Roots,Stimulants,Sugar Crops,Sugar & Sweeteners,Treenuts,Vegetal Products,Vegetable Oils,Confirmed,Deaths,Recovered
0,0.0,0.5213181698428033,0.41554278356392216,0.0,0.40519398349199043,0.19514545002486322,0.0018237299449305076,0.04019552898686094,0.20445400441168976,0.0357377768033326,0.4608952371200874,0.4269400110071547,0.034428190976108684,0.07283808391244564,0.10338534877658188,0.01690218897201441,0.028961522548613984,0.0,0.0,0.1509968646997347,0.4789358792608112,0.3854664263897763,0.013626460267069571,0.03335951842076515,0.013647751816696259
1,0.0,0.846265791817737,0.22741447646384233,0.0,0.09678180092605906,0.49316260566882153,0.015150070326841012,0.0627374058160533,0.30704342340859847,0.03727252795439597,1.0,0.40354980737479357,0.10870915336545041,0.04266230629157531,0.0,0.01782580585573104,0.15574206513387318,0.0,0.0,0.18452045984403892,0.15373420818226297,0.1363285309737889,0.28507123039726456,0.27477757305909156,0.1983032261230991
2,0.0,0.2948004616793587,0.058412860218226684,0.0,0.1847919243047367,0.36023744405768277,0.021860919732042815,0.05603296178674471,0.11714877894926554,0.09625082218811665,0.4502636563763887,0.14680792515134836,0.039800139649612806,0.10026385224274405,0.058396335332017435,0.04641174840676087,0.08528872864826527,0.0,0.0,0.17274298577056035,0.7052999033986127,0.7121126885903439,0.023500018689654754,0.03536770968086154,0.018537011336468838
3,0.0,0.32260786109473205,0.08629812689875326,0.0,0.3200195565269909,0.02980482347091,0.16665077359525116,0.03232870456857006,0.3965309856561311,0.06752905064678799,0.05989863308247582,0.21175013758943312,0.13776188688381363,0.12196662826563602,0.003835983762243492,0.3211415904682738,0.03333530350493528,0.0,0.0,0.0061902082160945416,0.6775520957482846,0.5564793714661658,0.0058970607307965986,0.007876653585667196,0.006284126952579672
4,0.0,0.7114974469633292,0.31133853303914527,0.0,0.12795145379770498,0.102312282446544,0.1798579159415453,0.12250659028166966,0.5255670353522887,0.19688664766498576,0.3687662474331189,0.1853329664281783,0.04540015929880456,0.025010219629120367,0.13373803582734348,0.01500877436039531,0.31175010343400905,0.0,0.0,0.04059811881984083,0.28859037247989555,0.3015761019841913,0.02820610957030572,0.03852098164106385,0.021108301042548308
5,0.0,0.7947345970969402,0.2200642474398267,0.0,0.019602542348508806,0.47010193933366484,0.01776050730683958,0.01783008489528198,0.7194737316391817,0.0,0.322718817727265,0.25839295542102364,0.0,0.007915567282321899,0.007932665450076348,0.04553431236723007,0.0731426207222649,0.0,0.0,0.027453975399951765,0.20533126748547842,0.3928272898610144,0.4185129520925886,0.5836594688387794,0.43199641812949363
6,0.0,0.7729992848988195,0.41819181683443873,0.0,0.0871991027005263,0.48533068125310785,0.02436407847998665,0.052877929302364186,0.38829139093605397,0.07914930936198203,0.5855048720967936,0.376169510181618,0.02091937164691806,0.028763610687873944,0.003835983762243492,0.020458113974323452,0.5320054376736214,0.0,0.0,0.1917758662271887,0.2270822617270321,0.24974176590801467,0.5458276639746579,0.5681193219295783,0.5971777456812937
7,0.0,0.5987937372191346,0.3069391258860848,0.0,0.0,0.2000559423172551,0.05174386726106754,0.03793303858687755,0.41899690868272266,0.11401008550756413,0.36073994436765133,0.3218216840946615,0.043119449541928215,0.009662194804712178,0.03750325872406987,0.013761891567377851,0.23423370175542288,0.0,0.0,0.32448347937937133,0.4012062627808654,0.489653155858974,0.010733569749789746,0.019034635876530745,0.011204708103616293
8,0.0,0.7153709116912771,0.8601310433167236,0.0,0.013741336170947055,0.3594915464942814,0.04869239754928839,0.01946987151545343,0.2822462788611101,0.0,0.28281483756833165,0.10319207484865162,0.03763872855694231,0.004459474525251774,0.03798741201445011,0.015054955204581139,0.13118387611560967,0.0,0.0,0.16878366428169467,0.28472318056932094,0.41245625911765,0.45539216039279806,0.4836340791273645,0.49744845934727533
9,0.0,0.8500169366069077,0.521255977090892,0.0,0.2563803169307756,0.6096780208851317,0.02321977733806947,0.05777653237021814,0.43463372395986377,0.03727252795439597,0.5541789677867086,0.22179416620803521,0.0043052782641342605,0.00947638336616002,0.006331235335741686,0.07264246790431328,0.4037768189609315,0.0,0.0,0.45367392877240936,0.14998306339309236,0.06988688552204605,0.21956661329318808,0.168382573489194,0.24619529512368313
10,0.0,0.7906164924914376,0.30405536814856043,0.0,0.1519599666388657,0.38068746892093486,0.17661572937277994,0.08948253315897627,0.6499210519098385,0.7796535847401886,0.2817966176897217,0.35498073747936154,0.08925294474717455,0.0077669181314801725,0.10126252281106848,0.010390689941812137,0.2761096991547964,0.0,0.0,0.09108449232253397,0.20938350750856244,0.16561942810286145,0.20181345788114663,0.24151577293532317,0.1919401759575377
11,0.0,0.15112157974632726,0.0811945463446694,0.0,0.34533375514077824,0.375559423172551,0.2559420220754762,0.04044461049878572,0.036617808965211905,0.03222977417233063,0.17332491453210236,0.16208035222894882,0.019971999901754044,0.20246014344643054,0.39484562958549035,0.09628706012745913,0.008718009338613393,0.07769556025369978,0.0,0.05328000643138516,0.8486463260108648,0.7846279998855825,0.030398058142468598,0.026010492700412457,0.03145438402753851
12,0.0,0.6532167007489744,0.26470884106471015,0.0,0.06487590233240344,0.35896320238687224,0.21319760650344483,0.044243103555638576,0.4792560464833816,0.7092742819557115,0.30943076389244417,0.13346175013758943,0.11219688490135053,0.08614218291278011,0.11846858589996649,0.04405652535328346,0.17843844198829717,0.0,0.0,0.1571066806013345,0.34686798228556376,0.34113279747772834,0.056078678831368814,0.033823300953129326,0.051995744553223935
13,0.0,0.5896416966716432,0.525782806097471,0.0,0.21953351931207038,0.47215315763301835,0.059324862326268865,0.020165224069576767,0.4175629135959189,0.1137908353431265,0.10731127379875653,0.31865712713263616,0.013164958473538503,0.0,0.0059588097277568815,0.08464948739262954,0.24779833323482475,0.0,0.0,0.21026609856097758,0.4104837596758208,0.42134269014769404,0.26331802553699457,0.10199123267141255,0.2890200412605818
14,0.0,0.6812154210942303,0.8448203016544721,0.0,0.020839205084697013,0.3456924415713575,0.07168569861968675,0.020756792660398114,0.18710893269234535,0.0,0.35994925965744584,0.18973582828838742,0.01609128453082291,0.013118287561782302,0.03701910543368962,0.029832825344047288,0.024646846740351086,0.0,0.0,0.2423024358871292,0.3187845789057698,0.4575272456831206,0.6039660269578742,1.0,0.0
15,0.0,0.5886882284309175,0.6561554814869459,0.0,0.11850104972534584,0.1920375435106912,0.047452737978878105,0.027668804616310685,0.3697591593497655,0.43499232624424466,0.13239133773613884,0.042652724270776,0.0486703462117411,0.14058493440856218,0.01847231015604633,0.008589637018564699,0.2382528518233938,0.0,0.0,0.07727711230806335,0.41131177156908255,0.457635306718536,0.27599075653845917,0.3938517550126934,0.30305941561148136
16,0.0,0.03625688441706709,0.03054100636438626,0.0,0.21307411348537575,0.04612133267031328,0.10042434500679429,0.01665732610996949,0.09320184460351602,0.05656654242490682,0.06080877375609368,0.13015960374243257,0.2539201891936463,0.24285555018766952,0.9671893039365388,0.4946430220744435,0.0330397777646433,0.0,0.0,0.3854007556877563,0.9638779811564568,0.6331931718138681,0.003269826803696221,0.002429450066640767,0.003228296959957552
17,0.0,0.7966321243523317,0.2777997599104023,0.0,0.10001437979925801,0.45356787667826953,0.019751114501633013,0.052244847126222044,0.793065889331625,0.09559307169480377,0.17590743869349307,0.19193725921849203,0.04548787890483827,0.07778066817793304,0.055230717664146584,0.2157569040362058,0.23195815355517466,0.0,0.0,0.14898705683736635,0.20322987366545814,0.23498825630806297,0.1875629459251705,0.49849786110281663,0.15914101274776316
18,0.0,0.6156644795443426,0.16223484518244796,0.0,0.15346121768140114,0.24160865241173546,0.034269435239707255,0.058150154638105314,0.34437822991721223,0.20061390046042535,0.6305568354408779,0.1426802421574023,0.03006326337987151,0.07477052287338808,0.8266358794830733,0.056248268218343035,0.7334653348306637,0.0,0.0,0.19241900474314658,0.38442961271625536,0.2652167418326516,0.3614348333756731,0.7848605982033345,0.3274733512489549
19,0.0,0.3746502904314444,0.2752848549067473,0.0,0.35617037186160877,0.06579438090502238,0.04109948268052543,0.013730618344853352,0.10068526158656274,0.4224950668713002,0.47476350563433967,0.2863236103467254,0.038859785472931486,0.04295960459325875,0.20379129268928534,0.08326406206705458,0.21865949524203557,0.0,0.0,0.03097113915909639,0.625230526038465,0.5538636587559633,0.09743192113928245,0.03793909370086662,0.09345258065004398
20,0.0,0.6220533440389417,0.29082361462266365,0.0,0.00788012999338529,0.22146941819990051,0.020406703697523062,0.022365444091578972,0.5244621538919645,0.0,0.2837079131043192,0.10498073747936158,0.05774406225986758,0.09394626333197072,0.0029794048638784407,0.04987531172069825,0.03439919616998641,0.19080338266384775,0.14760147601476015,0.035493206849425196,0.37782119961359445,0.5167987236084759,0.42850707969103313,0.5856887091925249,0.44021296508629953
21,0.0,0.6940056957181749,0.5365935444065159,0.0,0.049334215294354486,0.3611698160119343,0.03850096550408849,0.024389231375967782,0.3309237514251795,0.05744354308265731,0.4432328196726907,0.32416070445789763,0.05581423092712606,0.017503437511613214,0.23012178317381105,0.011221945137157109,0.05570660204503812,0.0,0.0,0.06841385963501889,0.30591275765597364,0.4012179114344468,0.31004793598159286,0.7248973640593709,0.3085172498667724
22,0.0,0.06958122671216549,0.038353977909074445,0.0,0.5499755543412614,0.10818622575832919,0.04193386892984004,0.0007264877431139342,0.1045327566008831,0.03244902433676825,0.11295414597518731,0.17267473858007704,0.41672426920796213,0.20034189304693598,0.03575285836654129,0.011314306825528773,0.006560671434481943,0.0,0.0,0.05342069298175094,0.9306477311219563,0.4520288459399244,0.005130576748233696,0.0034571765564097544,0.00531328168532577
23,0.0,0.5312950858748698,0.2861022996291353,0.0,0.2381869949095511,0.2451516658378916,0.060576441700240784,0.015827054403553562,0.35318201942554,0.3681210260907696,0.3474006951199395,0.110484314804623,0.04975105175807634,0.16819651417741274,0.36158802279244723,0.03809919645331116,0.12296826053549265,0.0,0.0,0.035211833748693626,0.4685888670037261,0.43576248184415706,0.24846726357007168,0.1309436246431852,0.2722550991006297
24,0.0,0.43385314079965875,0.05752090724359705,0.0,0.48472002530844666,0.15722899055196415,0.5755715545807805,0.021431388421861052,0.42603758947776715,0.30081122560841916,0.025421366689989025,0.18877270225646667,0.2886396092617869,0.10193615518971347,0.18729283825555848,0.16315692250854347,0.018027070157810743,0.4027484143763213,0.0,0.061258943644987546,0.5661468592003414,0.1994806713768565,0.00026394692940295573,0.0,0.0003240753273222925
