,Alcoholic Beverages,Animal Products,Animal fats,"Aquatic Products, Other",Cereals - Excluding Beer,Eggs,"Fish, Seafood",Fruits - Excluding Wine,Meat,Miscellaneous,Milk - Excluding Butter,Offals,Oilcrops,Pulses,Spices,Starchy Roots,Stimulants,Sugar Crops,Sugar & Sweeteners,Treenuts,Vegetal Products,Vegetable Oils,Vegetables,Obesity,Active,Population,Country
0,0.00046666666666666666,11.950400000000002,2.423366666666667,0.0,23.3212,0.34863333333333335,0.02256666666666667,2.4166000000000003,2.842333333333333,0.038033333333333336,6.1047666666666665,0.2137,0.4301,0.3305333333333333,0.14503333333333335,0.4181333333333333,0.16026666666666667,0.0,1.1916666666666667,0.31779999999999997,38.06016666666667,6.6396000000000015,2.624633333333333,4.5,0.0125744965063707,38928000.0,Afghanistan
1,0.8613,22.2872,1.5373333333333334,0.0,8.221933333333334,1.0118,0.16806666666666667,3.7753666666666668,4.832033333333334,0.06269999999999999,14.474333333333334,0.2635,1.7294999999999998,0.38730000000000003,0.0002666666666666667,1.0419,0.2942,0.0,1.6596333333333335,0.4889333333333334,27.7124,4.1316,5.0588,22.3,1.12371388301621,2838000.0,Albania
2,0.12023333333333334,10.027833333333334,0.37316666666666665,0.0,14.298766666666666,0.7209666666666666,0.18730000000000002,3.379266666666666,2.0936333333333335,0.10516666666666667,6.566400000000001,0.08446666666666665,0.6054666666666666,0.6127,0.11066666666666665,2.0577,0.21983333333333333,0.0,1.9403666666666666,0.3995666666666667,39.97523333333333,11.385133333333334,4.7362,26.600000000000005,0.0707667335482562,44357000.0,Algeria
3,2.5825,8.308200000000001,0.5444666666666667,0.0,11.338366666666667,0.08556666666666668,1.3411333333333333,2.8875333333333333,5.338033333333333,0.07113333333333334,0.8562333333333333,0.13970000000000002,1.8294333333333332,0.8256666666666667,0.0037333333333333333,10.480633333333333,0.06923333333333333,0.0,1.5344666666666666,0.0123,41.6972,9.128066666666667,0.9265666666666666,6.8,0.0034192239099686,32522000.0,Angola
4,1.9601666666666666,19.9106,2.0734,0.0,7.644266666666667,0.27343333333333336,2.4677333333333333,5.215066666666667,9.014866666666666,0.37076666666666663,5.9058,0.17373333333333332,0.7239,0.23463333333333333,0.28706666666666664,0.7801666666666667,0.5683333333333334,0.0,3.2322333333333333,0.1032,30.081766666666667,6.648066666666668,2.3308,19.1,0.0959183673469388,98000.0,Antigua and Barbuda
5,1.9008666666666667,21.563166666666664,1.532,0.0,8.844833333333332,1.1442666666666665,0.27876666666666666,2.5729666666666664,11.9191,0.0,6.416033333333334,0.27603333333333335,0.0355,0.06586666666666667,0.021466666666666665,1.5191666666666668,0.30560000000000004,0.0,3.369066666666667,0.06763333333333334,28.430266666666668,7.936599999999999,1.8008,28.5,0.342728695153933,45377000.0,Argentina
6,0.2096,18.687066666666666,2.7385999999999995,0.0,9.690266666666666,0.9763000000000001,0.2300333333333333,3.0599333333333334,5.769166666666666,0.12843333333333332,8.6828,0.2899333333333333,0.3258333333333333,0.22003333333333333,0.010666666666666666,1.1144666666666667,0.895,0.0,2.6511666666666667,0.45786666666666664,31.313733333333335,5.618966666666666,6.93,20.9,0.177469553450609,2956000.0,Armenia
7,2.5073,20.380666666666666,2.2733333333333334,0.0011,6.043900000000001,0.5375333333333333,0.8272999999999998,2.0840666666666667,8.598433333333332,0.2642333333333333,7.8078666666666665,0.3350666666666666,0.7756,0.07216666666666667,0.08406666666666666,1.3814666666666666,0.5329333333333334,0.0,2.7784333333333335,0.9259333333333334,29.6187,10.0074,2.1625333333333336,30.399999999999995,0.0072066475110662,25754000.0,Australia
8,3.2792,21.000933333333332,6.320133333333334,0.00036666666666666667,6.605366666666666,0.9294666666666668,0.5294333333333333,2.1431333333333336,5.933466666666667,0.00016666666666666666,7.191833333333332,0.09616666666666666,0.6985,0.055299999999999995,0.08656666666666667,1.5206666666666668,0.4067,0.0,2.954833333333333,0.4987333333333333,28.999800000000004,8.635133333333334,2.1142333333333334,21.899999999999995,0.153432802333408,8914000.0,Austria
9,1.9508,17.309866666666665,3.1193666666666666,0.0,15.759866666666667,1.0422666666666667,0.1703,2.334633333333333,5.694266666666667,0.021233333333333337,7.1384,0.14246666666666666,0.08316666666666668,0.046933333333333334,0.012500000000000002,2.3603333333333336,0.5770333333333334,0.0,1.6559333333333335,0.9663333333333332,32.68743333333334,2.8618666666666663,4.065,19.9,0.0287396121883657,10108000.0,Azerbaijan
10,1.6440000000000001,18.830233333333336,1.9955666666666663,0.0003,6.028233333333333,0.8563999999999999,1.7208666666666668,6.209599999999999,10.533766666666667,1.4549333333333332,3.4318333333333335,0.28306666666666663,1.4452333333333334,0.0646,0.19356666666666666,0.5999666666666666,0.5021,0.0,4.961733333333333,0.2247,31.18023333333333,4.6121,3.226933333333333,32.1,0.320865139949109,393000.0,Bahamas
11,0.0010333333333333334,5.799533333333333,0.4688666666666667,0.0,24.775199999999998,0.5977666666666667,1.8383666666666667,1.3158333333333332,0.8688666666666666,0.0179,1.9577666666666664,0.0732,0.2833333333333333,0.8280666666666666,0.6268666666666668,2.495033333333333,0.0339,0.07633333333333334,0.7846666666666667,0.15803333333333333,44.19983333333334,11.277566666666665,1.5220666666666667,3.4,0.027524453945315,169809000.0,Bangladesh
12,1.5624666666666667,16.810133333333333,1.7838333333333332,0.0,8.512233333333333,0.8597666666666667,2.1656666666666666,2.7566333333333333,8.216633333333332,1.5078000000000003,3.654833333333334,0.12366666666666666,1.7755,0.7105,0.25606666666666666,1.9661666666666668,0.3565,0.0,4.138633333333334,0.3810666666666666,33.1984,7.003699999999999,2.2597666666666667,24.8,0.107665505226481,287000.0,Barbados
