,"Endocrine, nutritional and metabolic diseases",Mental and behavioural disorders,Diseases of the nervous system,Diseases of the eye and adnexa and ear and mastoid process,Diseases of the circulatory system,Diseases of the respiratory system,Diseases of the digestive system,Diseases of the skin and subcutaneous tissue,Diseases of the musculoskeletal system and connective tissue,Diseases of the genitourinary system,"Pregnancy, childbirth and the puerperium",Certain conditions originating in the perinatal period,"Congenital malformations, deformations and chromosomal abnormalities","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",External causes of morbidity and mortality,infectious and parasitic diseases,Neoplasms,Country
51,0.010883676321757255,0.007026044212371921,0.0071156886470350985,0.017170061656130498,0.01103045420602924,0.009106015790131561,0.013302821890174574,0.03083746363283137,0.020377093213581228,0.015772861681654097,0.014739248079864205,0.008700693400868088,0.020617411292732108,0.023666385708370874,0.01398961652331519,0.01220489509681482,0.011800790912940808,Uruguay
52,0.11408558431625136,0.0002209484627773736,0.01389814533227217,0.02341372044017795,0.05779582062839985,0.02977745925397281,0.0636164555208513,0.003885482510590308,0.03541150795316237,0.04165037598266039,0.2490714441774088,0.251020268053977,0.22543724917009364,0.006277589215891836,0.1739771322852924,0.058673493951541075,0.03639820301502754,Venezuela (Bolivarian Republic of)
53,0.004229001714059312,0.00010521355370351123,0.0002911735588526468,0.00936548817607118,0.0010439904987817898,0.00024234469003233284,0.0005985159699989044,0.0027482681172468033,0.0012275989423762956,0.0009750686106672032,0.0030251592410211595,0.003180947876698222,0.005990640187736754,0.002479208015882566,0.0021935157168534703,0.0009720479639952279,0.00046732006356009677,Bahrain
54,0.0033702064428007745,0.0002840765949994803,0.000593131323588725,0.00468274408803559,0.0009931680843600613,0.0007510107256001973,0.0011680714898365714,0.006981232803580959,0.003514920048684265,0.0012735202681414955,0.0030251592410211595,0.004298475128344001,0.008828311855612059,0.0006184060535112481,0.00186344382803171,0.0006426878787207676,0.0010077302641383905,Brunei Darussalam
55,0.0058515315300045135,0.0020184635758275834,0.002121433034035673,0.02809646452821354,0.0036076877908316684,0.002129625448117461,0.00412525523407847,0.013122190527635885,0.005993200990472992,0.0052869596079607355,0.0015125796205105798,0.0022716697306492343,0.005217412193580256,0.0021944341221663255,0.0033003010757001075,0.0032480315908366554,0.0032533562020190376,Cyprus
56,0.00497451510907618,0.008681754835819509,0.0024321979002432203,0.02926715055022244,0.012192815897894553,0.026335434183930254,0.015555944912718837,0.037006851716719885,0.013352499265539093,0.03237441306088984,0.0020167728273474397,0.0029284553713775714,0.010639016634161063,0.012051240315942678,0.00484871426553991,0.016995944504197762,0.020040516147015963,Hong Kong SAR
57,0.12885813422489845,0.014493167022658673,0.03281499047754621,0.7500195114337003,0.15364472301703722,0.04883589255484885,0.07077210008152368,0.1569039969926997,0.07001510891006,0.09806794069305315,0.06987277524747484,0.4812079973759087,0.44652039895561674,0.1418529958074024,0.3822838300706354,0.11080588505472642,0.06253455079270023,Iran (Islamic Republic of)
58,0.03486595801931866,0.00024199117351807582,0.011921939604133373,0.05151018496839149,0.05183464091149678,0.009479802396264765,0.014822923740859964,0.011561679665658966,0.004375288538212951,0.10476649597825716,0.04739416144266483,0.3867025699312702,0.2900280614198268,0.08225777677021176,0.048106933264477826,0.044368826002932994,0.0147438794833176,Iraq
59,0.027871861530562453,0.012301217987168857,0.009305241914901114,0.06485600561929292,0.012715715818428239,0.009435931132342245,0.015132478774805632,0.11044247116687672,0.024361019012045158,0.031675495268426196,0.013117426597872305,0.01455302724020352,0.03569760929915516,0.021895482955584487,0.009435877895127386,0.016624228837134068,0.016488609575945414,Israel
60,0.33941834982771124,0.1420000699085612,0.38399447704869366,0.278545227503317,0.8338011555344403,1.0,0.9801933045691709,0.8345953254170574,0.9999999999999999,1.0,0.05394867313154402,0.04732823262874448,0.37481739057322466,0.9778974975912876,0.2580242983047675,0.48971442419999833,1.0,Japan
61,0.013136177668921712,2.1042710740702247e-05,0.0019950780884348024,0.00468274408803559,0.009073248448107018,0.002972589655396593,0.006400259485633446,0.0073918935567327815,0.00283292063625299,0.010078081406604086,0.01915934185980068,0.03711868673384544,0.06260894632296307,0.001985041553257325,0.016921406958583914,0.007121731795645572,0.004470375505375471,Jordan
62,0.0026845827180164094,0.0005348355646595154,0.0005183608294636009,0.0,0.0031528392440391016,0.001366626394765664,0.002350301421974192,0.0014689019247353604,0.0018319553447769335,0.001742312378768842,0.008403220113947667,0.01257733059736218,0.025010547430405726,0.0010377495715130065,0.013544228379664562,0.002394859700595747,0.001426194139235386,Kuwait
63,0.0031950574072151516,0.0003261620164808848,0.0016041506251604153,0.02341372044017795,0.0063459665096372,0.00382208513800993,0.00463367202579797,0.01345703698789814,0.0029903051160448226,0.01209939151922807,0.0045377388615317395,0.01787280785396627,0.015134248895334958,0.013999987157255775,0.0030709220035948586,0.005890061808577324,0.0046732006356009674,Lebanon
64,0.009644496894988972,0.00012625626444421348,0.0058962645667660985,0.04214469679232031,0.02474697755402334,0.03494790899716264,0.031291766399216915,0.15883094360364283,0.0383073823813321,0.044155661756053496,0.06176366783751534,0.05636456561372461,0.0928324017062064,0.021977844032688695,0.1117063546777036,0.02993199997303879,0.015127602702663133,Malaysia
65,0.0008460828412563554,0.0001326859816149836,0.00023195029487613623,0.00936548817607118,0.0006445078259280841,0.0004874823596483716,0.0004392334941120992,0.002602957389208466,0.0007554455030007973,0.0009114874944485145,0.005546125275205459,0.00342123530623298,0.0030478695691994015,0.0014891999500808118,0.00032088001343685054,0.0004613376227336935,0.00023539592253423057,Maldives
66,0.001728890480296793,0.00012625626444421348,0.0016715519119318615,0.00468274408803559,0.006506394858958954,0.0017969600952397445,0.011584180064494925,0.004359321841150102,0.0032735971796701217,0.0035017062514471823,0.01915934185980068,0.026729115971104486,0.019728574452847356,0.0011307198721086029,0.012133275508080911,0.006012831610864983,0.005703771567557545,Mongolia
67,0.005524963328170675,0.00011924202753064607,0.0006654753713900771,0.0,0.0036544693408155937,0.0010967815980629956,0.0017432582083167013,0.00018953573222391747,0.0005246149326394425,0.0029002953200502578,0.0030251592410211595,0.02119106283325578,0.021988201892081394,0.002400336814926843,0.003114792317931928,0.002648036309048664,0.0014169208281012025,Occupied Palestinian Territory
68,0.004005827942909889,0.0002209484627773736,0.0007521983603693376,0.0468274408803559,0.0026611404260301467,0.0014557868968608932,0.0020320582529801514,0.01421517991679381,0.002329290300919125,0.003954840325990822,0.0030251592410211595,0.013944299085382136,0.01989372994674486,0.02204624560519897,0.012471703647252589,0.0030879012526371435,0.0008224924481328977,Oman
69,0.3336504378372767,0.005520204450977556,0.04021430373931555,0.20135799578553037,0.22647054897374908,0.2127477002283841,0.20441251072140001,0.41527278930260314,0.10966550551894907,0.2923640028393239,0.7915833347338701,0.45155729138855627,0.38709444942413285,0.1752029502575389,0.21724579659716772,0.2081359788701134,0.08484531511750484,Philippines
70,0.0016620795981742128,0.0,0.00024390278973027268,0.0,0.0006402257158522026,0.0005088379112345542,0.0008190980653936619,0.001942741255295154,0.00025181516766693244,0.0011885872845359337,0.00126048301709215,0.003858329582815254,0.008886866985266629,0.003474799883521894,0.006006472751521046,0.0008258676454870301,0.0004857524824893732,Qatar
71,0.09547416304538975,0.03655563090664506,0.059091606796350345,0.08428939358464062,0.07273477583214065,0.07500984954992423,0.11470285049666369,0.10436469202022976,0.10216875813153144,0.09829284702952822,0.03929345725281928,0.030885707093437482,0.048672825465175464,0.21230535913757068,0.14134764591893265,0.1035912995689095,0.10947150646104246,Republic of Korea
72,0.0027441898898044196,2.1042710740702247e-05,0.0011583135802628903,0.01404823226410677,0.006997048279202904,0.012265090543886368,0.004842026375569093,0.024955538076149135,0.006059302471985562,0.013359388938024545,0.0025209660341843,0.002318964399319567,0.009580520059636147,0.0005749919942241154,0.00415890579915418,0.006827409249043599,0.008056406034166396,Singapore
73,0.08958025674871128,0.0014449328041948877,0.05970136377067603,0.05619292905642708,0.03898227954290063,0.0324329383043271,0.03365686982905129,0.038286217909231327,0.011835312880345825,0.0684256176857992,0.022688694307658696,0.07451198767287347,0.11220063689964102,0.18164386567717977,0.06135576819427279,0.04770762299367663,0.01876749152616934,Sri Lanka
74,0.2486395934282387,0.01689378960632712,0.11439840666952808,0.21345508467962232,0.143737930681765,0.20356193412890858,0.36313765883399124,0.9261031769347647,0.34157468418181053,0.5207981422926402,0.16995512680459152,0.1992440481185113,0.27987550278587287,1.0,0.7811798858369077,0.1894381018729376,0.20314428287692007,Thailand
75,0.17017988794699201,0.004209711187626044,0.09626341645080283,0.11277608678685713,0.18739488726510914,0.10893415301411696,0.0967061832009117,0.053449076487144725,0.07825156335249925,0.19098889513101508,0.15268650947042908,0.35987428771940533,0.4937848984819207,0.07247984177739114,0.1711840556058323,0.1434445378992787,0.11007842868630732,Turkey
76,0.019608217032254967,0.00024666733146045414,0.0017964689634149412,0.0468274408803559,0.03249438018286097,0.009637584258285816,0.03205117375900047,0.012945290510893565,0.008761069375078692,0.01974430901561248,0.016722408026755856,0.01647685231095482,0.06712820120143115,0.004867958441996444,0.019942191460079264,0.010067581165282818,0.014711696982361775,Armenia
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Andorra
78,0.03693921410345234,0.015779578072606937,0.016650813884018026,0.02809646452821354,0.04095271360331079,0.011918030603923399,0.028749199766450063,0.0183723303102384,0.024359969782179875,0.025134706558914078,0.010588057343574058,0.00933306889002464,0.03290648145228733,0.019781315984833278,0.013359555246931373,0.02976398588773159,0.029608768824735943,Austria
79,0.0033052318005673985,0.008908080880230618,0.03588444507711786,0.07024116132053385,0.08213810862454764,0.0057337722407649816,0.03564066066509605,0.022554752134646177,0.013409157678264153,0.010704402849952362,0.0015125796205105798,0.004988824727483542,0.020989761860791937,0.0726759728169359,0.019027182046763246,0.04359916766888551,0.025897205985616272,Belarus
