,Neoplasms,Mental and behavioural disorders,External causes of morbidity and mortality,Diseases of the musculoskeletal system and connective tissue,Country,Obesity,Population,Max Latitude,Max Longitude,Annual Average Temperature
42,3262.0,3.0,675.0,45.0,Jordan,0.7142857142857142,0.0075766705578069,0.5580761452563088,0.5996187115866151,0.8159014815073917
43,1040.6833333333332,76.25,540.2833333333333,29.1,Kuwait,0.7985948477751756,0.0033066373060283,0.5293238371581817,0.6256259959025723,0.9403639637902824
44,3410.0,46.5,122.5,47.5,Lebanon,0.6651053864168618,0.0048283893032386,0.5696825815528005,0.5919644889597085,0.7763128392202845
45,11038.5,18.0,4456.0,608.5,Malaysia,0.2903981264637002,0.0233375715148563,0.329376593686802,0.8272251308900522,0.9431663015379894
46,171.76666666666668,18.916666666666664,12.8,12.0,Maldives,0.117096018735363,0.0003472789234495,0.3252211377824672,0.6973927270657865,0.974423437666482
47,4162.0,18.0,484.0,52.0,Mongolia,0.3911007025761124,0.0023582164267922,0.7230282247428119,0.8290177555201457,0.3850373379064821
48,600.1666666666667,31.5,497.5,37.0,Oman,0.468384074941452,0.003322325470948,0.4967027169612239,0.658092419758707,0.9675220580329732
49,61911.0,787.0,8666.0,1742.0,Philippines,0.072599531615925,0.0781035290526987,0.4503648993229578,0.8481106305485999,0.9509414387977336
50,13694.5,206.0,2447.5,188.0,Sri Lanka,0.0585480093676815,0.0156047324062578,0.3510946979688737,0.7208342818119735,0.9623098871343764
51,148232.88333333333,2408.5,31161.5,5425.8,Thailand,0.1850117096018735,0.0474067819936947,0.4444737536270113,0.7884418392897792,0.9455445408897108
52,80323.41666666666,600.1666666666666,6828.583333333333,1243.0,Turkey,0.6861826697892273,0.0596742138624903,0.6348368943990153,0.6153255178693375,0.6500422567063884
53,10735.016666666668,35.16666666666667,795.5,139.16666666666669,Armenia,0.4215456674473067,0.0020694115725887,0.6277147630352589,0.6204188481675392,0.5646741994236066
54,21605.3,2249.65,532.9166666666666,386.95,Austria,0.4449648711943793,0.0063180518722042,0.6955948298601952,0.536620760300478,0.5338845913978789
55,18897.0,1270.0,759.0,213.0,Belarus,0.5550351288056207,0.0066467902371123,0.7584630264661918,0.5809241975870703,0.533823499306629
56,29149.5,5081.083333333334,766.75,636.8333333333333,Belgium,0.5058548009367682,0.0081728208247553,0.7174887892376682,0.5059469610744366,0.5960207287561119
57,7880.5,215.5,246.0,59.5,Bosnia and Herzegovina,0.3864168618266979,0.0023011685543569,0.6627978545678361,0.5436489870248121,0.6156959283813708
58,18495.033333333336,135.85000000000002,785.7833333333333,99.15,Bulgaria,0.5737704918032787,0.0049011253405936,0.6535654620592631,0.5692010015934441,0.6265994965302433
59,14396.366666666663,1225.9333333333334,495.1,157.56666666666666,Croatia,0.566744730679157,0.0028281482759776,0.6739646531258243,0.5430514454814477,0.632236088210532
60,28131.61666666667,1503.1333333333334,924.55,275.0666666666667,Czechia,0.5995316159250585,0.0076030551988082,0.7134441220434362,0.5414295470066014,0.5625532238651179
61,16272.9,3531.2833333333333,278.2333333333333,471.6833333333333,Denmark,0.4309133489461359,0.0041181432914197,1.0,0.5309298884589119,0.0
62,7263.333333333335,246.3333333333333,191.3333333333333,160.33333333333331,Estonia,0.4894613583138173,0.0009106266637477,0.7893255957091357,0.5680343728659231,0.5105511199760017
63,12716.133333333331,2411.9,328.01666666666665,227.2,Finland,0.5152224824355971,0.0039042137697875,0.8808581728655588,0.5776519462781697,0.4317147582856754
64,166599.33333333334,23786.25,3065.666666666667,4163.583333333333,France,0.4754098360655738,0.0462701031354223,0.7138837597819397,0.9753585249260186,0.6699392576972409
65,7017.649999999999,150.83333333333334,734.9166666666667,143.55,Georgia,0.4777517564402809,0.0026106532623182,0.6478501714587179,0.6206749374004097,0.572958867291375
66,238155.65,45697.38333333333,3855.2333333333336,4246.933333333333,Germany,0.5339578454332552,0.0593625898593128,0.747472083003605,0.53055998178921,0.5713105091775958
67,30684.333333333336,1297.3333333333337,1161.4166666666663,305.1666666666667,Greece,0.5737704918032787,0.0075916456243212,0.6317594302294909,0.5681766446619622,0.7085530056099949
68,33793.33333333333,3581.2499999999995,939.0,514.4666666666667,Hungary,0.6018735362997658,0.0069263248120449,0.6917260177613647,0.5529251081265649,0.6106198042506233
69,1171.2666666666669,115.3,42.78333333333333,36.41666666666666,Iceland,0.4730679156908666,0.0002239128993083,0.8497318209795129,0.449408149328477,0.4195369606346099
70,9329.833333333332,1380.8333333333337,198.0,247.5,Ireland,0.5620608899297423,0.0035291240085258,0.7516926052932384,0.4707773730935579,0.5876277392911932
71,182655.98333333337,20525.35,3929.8166666666666,3434.5333333333338,Italy,0.468384074941452,0.0429584741405559,0.6787127407016619,0.5405190075119508,0.6691745588030722
72,16682.5,1553.5833333333333,2794.583333333333,1357.3333333333333,Kazakhstan,0.4309133489461359,0.0133192520168205,0.7520443154840412,0.7362849988618255,0.5116282106190949
73,3942.500000000001,53.58333333333333,954.75,110.83333333333334,Kyrgyzstan,0.2927400468384075,0.0046636635715818,0.6450364899322958,0.7161962212610972,0.4521715820546576
74,6333.016666666666,472.3833333333334,242.05,157.96666666666667,Latvia,0.5339578454332552,0.0013178058532543,0.7753451156247252,0.5681197359435465,0.5203158606191193
75,8518.3,205.01666666666665,370.4666666666667,167.58333333333334,Lithuania,0.5971896955503513,0.0019538896309073,0.7609249978018113,0.5640792169360346,0.5320281333110028
76,1246.55,229.95,50.18333333333333,40.08333333333333,Luxembourg,0.4988290398126464,0.0004121708783446,0.7057944253934758,0.5063168677441383,0.592792358298184
77,1065.0,158.20000000000002,36.81666666666666,42.0,Malta,0.65807962529274,0.0003337300537462,0.581904510683197,0.5292795356248576,0.7844722602413475
78,46531.316666666666,11770.4,726.6666666666667,1203.0833333333333,Netherlands,0.4730679156908666,0.0124171825339381,0.7356018640640113,0.5083086728886865,0.5999938101944486
79,11372.583333333332,2538.333333333333,268.33333333333337,333.9166666666667,Norway,0.5175644028103045,0.003802953796215,0.9748527213576011,0.5835419986341908,0.3968922662731842
80,104966.3,2715.6666666666665,3903.7333333333327,630.9499999999999,Poland,0.531615925058548,0.0273216523060532,0.7468565901697002,0.5565103573867516,0.5629200987983235
81,28196.7,3505.8833333333337,923.65,516.2,Portugal,0.4754098360655738,0.0072743168339001,0.6352765321375187,0.4701513771909857,0.7025010199477768
82,6364.083333333334,133.86666666666667,469.1333333333333,82.45000000000002,Republic of Moldova,0.4028103044496487,0.0024822955493389,0.6910225973797591,0.5735545185522422,0.5982729152968633
83,51533.43333333334,260.6666666666667,2484.8,96.6,Romania,0.5058548009367682,0.0136822191051898,0.6890881913303438,0.5723309811063054,0.5921453301866341
84,0.0,0.0,0.0,0.0,Russian Federation,0.5339578454332552,0.1045965610116299,0.9832058383891672,1.0,0.2936553364747672
85,41247.05,2347.633333333333,1032.6833333333334,334.5,Serbia,0.4824355971896955,0.0049225182927568,0.6707992614085994,0.5532950147962667,0.6089919015098773
86,13687.0,841.5,555.5,100.5,Slovakia,0.4566744730679157,0.0038564361766229,0.7007825551745361,0.5519576599134988,0.5604594898987694
87,6336.349999999999,299.9666666666667,160.86666666666667,84.4,Slovenia,0.4590163934426229,0.0014611386327479,0.6766904071045459,0.5348281356703847,0.5930884695689655
88,113842.66666666669,20004.68333333333,2269.75,4187.333333333334,Spain,0.566744730679157,0.0339299352292718,0.6496966499604326,0.5001707261552469,0.6841898342437776
89,24006.15,6385.95,404.7166666666667,531.8499999999999,Sweden,0.449648711943794,0.0073613148393638,0.8717137079046866,0.5565672661051673,0.4469291068997151
90,18045.2,5306.850000000001,382.9333333333333,730.6833333333334,Switzerland,0.4285714285714285,0.0061183843186808,0.6849555965884111,0.5176132483496472,0.5467324677384595
91,2908.0,70.0,378.0,46.0,Tajikistan,0.2271662763466042,0.0066852975510061,0.6253407192473402,0.7016844980651036,0.4702617723573279
92,0.0,0.0,0.0,0.0,Turkmenistan,0.3419203747072599,0.0042621891693187,0.6409038951903632,0.6774698383792397,0.7177042462549662
93,0.0,0.0,0.0,0.0,Ukraine,0.5433255269320844,0.0297533178686059,0.7251384858876286,0.6020942408376962,0.5700258021399641
94,170927.75,49328.66666666667,1998.5833333333333,4546.166666666667,United Kingdom,0.6229508196721312,0.0478531815955006,0.7997010463378177,0.6940871841566127,0.5699718025342418
95,13160.75,36.75,2744.4166666666665,201.91666666666669,Uzbekistan,0.2903981264637002,0.0243309175936351,0.6253407192473402,0.6959651718643296,0.6627540862791194
96,46826.16666666667,9570.649999999998,1597.7999999999995,1403.2333333333331,Australia,0.6440281030444964,0.0183266290198248,0.1834168645036489,0.9658547689506032,0.8487654803571196
97,9789.999999999998,1671.75,444.83333333333326,280.16666666666663,New Zealand,0.6814988290398126,0.0035177144340387,0.1895717928426976,0.9966992943318916,0.6077152702341762
98,81.0,2.0,2.5,7.5,Solomon Islands,0.4121779859484777,0.0004713580459962,0.2033764178317066,0.9682164807648532,0.9540798636437422
