,Neoplasms,Mental and behavioural disorders,External causes of morbidity and mortality,Diseases of the musculoskeletal system and connective tissue,Country,"Fish, Seafood",Alcoholic Beverages,Eggs,Milk - Excluding Butter
40,12031.616666666669,1753.7500000000002,376.4,386.9666666666667,Israel,0.1250998635929386,0.0684283438248231,0.3176096629810283,0.394002123209927
41,729692.6166666667,20244.55,10292.666666666666,15884.666666666668,Japan,0.4520814477871808,0.2458674467297323,0.9843050721034312,0.202510679547712
42,3262.0,3.0,675.0,45.0,Jordan,0.0501284628394038,0.0054088237362999,0.1615511441956649,0.2001042463353601
43,1040.6833333333332,76.25,540.2833333333333,29.1,Kuwait,0.067571455007647,9.542026119126669e-05,0.7281493277425892,0.2479928032453031
44,3410.0,46.5,122.5,47.5,Lebanon,0.0605762253859465,0.0379828643107686,0.0858461545136557,0.2288880368167904
45,11038.5,18.0,4456.0,608.5,Malaysia,0.4076432951623838,0.0327386031601586,0.8865774181869304,0.0649083606247904
46,171.76666666666668,18.916666666666664,12.8,12.0,Maldives,1.0,0.0378320216022816,0.7852069946223194,0.3002574973425321
47,4162.0,18.0,484.0,52.0,Mongolia,0.0025249297081489,0.1676808576736931,0.1993872298640613,0.6424273573788808
48,600.1666666666667,31.5,497.5,37.0,Oman,0.1706081413348397,0.0111971253106728,0.3721872461688136,0.4561811067826244
49,61911.0,787.0,8666.0,1742.0,Philippines,0.228344148286199,0.1128504095268172,0.2342552022947218,0.0181597298779373
50,13694.5,206.0,2447.5,188.0,Sri Lanka,0.2927607416866998,0.0283735005320938,0.2651176453217276,0.1409066593440751
51,148232.88333333333,2408.5,31161.5,5425.8,Thailand,0.2562382462563566,0.2168737796760606,0.717653259846399,0.06900378189668
52,80323.41666666666,600.1666666666666,6828.583333333333,1243.0,Turkey,0.0230933229171127,0.0341209681033912,0.2481180747692002,0.3858422031182802
53,10735.016666666668,35.16666666666667,795.5,139.16666666666669,Armenia,0.0313196976403475,0.023402258302468,0.438624631458695,0.5406081068458234
54,21605.3,2249.65,532.9166666666666,386.95,Austria,0.074344103208951,0.334281534355721,0.4512429994712584,0.4249900025628239
55,18897.0,1270.0,759.0,213.0,Belarus,0.087012900120468,0.2946107475477228,0.497804611039281,0.2042933138241705
56,29149.5,5081.083333333334,766.75,636.8333333333333,Belgium,0.1107268533949922,0.2657500904149418,0.3965376113306491,0.4585292822927154
57,7880.5,215.5,246.0,59.5,Bosnia and Herzegovina,0.0333514456054142,0.3549602112182617,0.1906241883887412,0.5300096424774904
58,18495.033333333336,135.85000000000002,785.7833333333333,99.15,Bulgaria,0.0513080842763028,0.3913432140208639,0.3656245423835245,0.4773941556107721
59,14396.366666666663,1225.9333333333334,495.1,157.56666666666666,Croatia,0.1006408309437627,0.2852158131856779,0.2792488713259719,0.5319952667659763
60,28131.61666666667,1503.1333333333334,924.55,275.0666666666667,Czechia,0.0521787977645488,0.5302587305411026,0.2866057902498047,0.4196358271552583
61,16272.9,3531.2833333333333,278.2333333333333,471.6833333333333,Denmark,0.1592003420767566,0.2626344999889009,0.5539148540246185,0.5991518153979666
62,7263.333333333335,246.3333333333333,191.3333333333333,160.33333333333331,Estonia,0.0618938710169884,0.4470997105262753,0.4440812681146027,0.8049403841164287
63,12716.133333333331,2411.9,328.01666666666665,227.2,Finland,0.1647423336701776,0.2583568753806347,0.2714296142117572,0.7965244822548287
64,166599.33333333334,23786.25,3065.666666666667,4163.583333333333,France,0.1699297370121863,0.2192560028408653,0.3535365326148318,0.5464786583786604
65,7017.649999999999,150.83333333333334,734.9166666666667,143.55,Georgia,0.0599354580243669,0.1348903577183555,0.3007534058305763,0.4841415063245214
66,238155.65,45697.38333333333,3855.2333333333336,4246.933333333333,Germany,0.0919159058934891,0.3594998147460421,0.3562648451555956,0.5073304736225048
67,30684.333333333336,1297.3333333333337,1161.4166666666663,305.1666666666667,Greece,0.0881692260069145,0.116090430335604,0.2704774916218692,0.5264008883110117
68,33793.33333333333,3581.2499999999995,939.0,514.4666666666667,Hungary,0.0363417309768698,0.3431431742037941,0.4748126196651028,0.4215831343080221
69,1171.2666666666669,115.3,42.78333333333333,36.41666666666666,Iceland,0.4120981813834836,0.2349768692302821,0.3272023722306639,0.6995868478101589
