,Neoplasms,Mental and behavioural disorders,External causes of morbidity and mortality,Diseases of the musculoskeletal system and connective tissue,Country,"Fish, Seafood",Alcoholic Beverages,Eggs,Milk - Excluding Butter,Obesity,Population,Max Latitude,Max Longitude,Annual Average Temperature
0,0.0561193609446096,0.0039816315839865,0.2131449667379455,0.0187980022663365,Egypt,0.158427734502682,0.0035111844376557,0.1640490683319594,0.1380279835932864,0.6604215456674474,0.0718439512497406,0.54304053459949,0.5928181197359434,0.8801977642873688
1,0.0020764222706835,0.0006125766904515,0.0052251633438037,0.0031371972971838,Mauritius,0.1821112403509543,0.1215677617907954,0.2609842015264957,0.1560950232081863,0.2014051522248244,0.0008635621689886,0.1739206893519739,0.6684782608695652,0.8878578098501406
2,0.0088402520723509,0.0014577922385364,0.0244294978979852,0.008845007764301,Morocco,0.1467526602278054,0.0119633294174164,0.2802445183423463,0.1298475713690144,0.531615925058548,0.0255988065585086,0.5805855974676866,0.4848907352606419,0.7990405479009548
3,0.0693997703188125,0.0135129274139876,0.1501367500369764,0.1015234817643849,South Africa,0.0417297670520755,0.2837286030031186,0.3184006352816848,0.1738317438844282,0.5644028103044496,0.0424821244057216,0.0700782555174536,0.5958911905303892,0.7584388085333563
4,0.0048773962058955,0.000729480639011,0.0074704878128266,0.0031476895958366,Tunisia,0.0733010297146091,0.0311085144601555,0.2615232254940444,0.2705407191577998,0.5714285714285714,0.0084445113172282,0.5930713092411852,0.5207147735033006,0.8136812111515149
5,0.0002258942047218,8.066372450602528e-05,2.506875104975395e-05,0.000692491711084,Antigua and Barbuda,0.3468606801363571,0.226478029017947,0.1183206907609108,0.3788169086984538,0.3793911007025761,3.137632983938885e-05,0.4205574606524224,0.3123435010243569,0.9525211287561764
6,0.0906764462488166,0.0191682728294999,0.1274858800259712,0.0761961220464179,Argentina,0.0376072992398332,0.1853131484151227,0.5483267338812601,0.373834395057139,0.5995316159250585,0.0323197590297868,0.0730677921392772,0.3351354427498293,0.6966971100861754
7,0.0006139571509528,8.066372450602528e-05,0.0018801563287315,0.0017941830696268,Bahamas,0.2436619611963237,0.2321224673681369,0.3967753906268843,0.2247360774280612,0.6838407494145199,0.0002417403594443,0.5040886309680823,0.2809298884589119,0.9195140067723566
8,0.0007893734797965,0.0003577260825919,0.000401100016796,0.0010702144625844,Barbados,0.3011884726837051,0.1498551106170361,0.4029450008129299,0.2396546040195009,0.5128805620608899,0.0001661519284676,0.3819572672118174,0.318717277486911,0.9511119808361042
9,0.0004022241602782,8.241728373441714e-05,0.0038919236004743,0.0007239686070424,Belize,0.081764287214458,0.1715408680612804,0.2023308393903698,0.1611102436746508,0.4566744730679157,0.0002602809179858,0.4272399542776752,0.2380491691327111,0.9216776823175794
