Deaths,Confirmed,Recovered,Country
0.000790513833992,0.0461660079051383,0.0426877470355731,Mauritius
0.129731125579066,1.50719919869788,1.15980499561788,Mexico
5.9506099375186e-05,0.0601904195180006,0.0431121689973222,Mongolia
0.134405144694534,10.4081993569132,9.03987138263666,Montenegro
0.0233116377392078,1.32111148197597,1.26257510013351,Morocco
0.0014470897773214,0.141538856446127,0.0859590579477636,Mozambique
0.0146005509641873,1.37127115308933,1.31282959464778,Namibia
0.0067842378983864,0.906140818775837,0.892825710094679,Nepal
0.0828304803343448,5.81529169290662,0.0760634339039331,Netherlands
0.0005013033888109,0.0465209544816523,0.0446962101463806,New Zealand
0.0025773195876288,0.0954972710733778,0.0640539721043056,Nicaragua
0.0006821282401091,0.0190086402910414,0.0163297366571582,Niger
0.0007989715727175,0.0675472979528476,0.0546022120888716,Nigeria
0.140192307692308,4.54802884615385,4.02572115384615,North Macedonia
0.0108037868943753,1.2001670688695,0.334100612585855,Norway
0.0325058349246764,2.86528750265224,2.70031826861871,Oman
0.0054164026432515,0.250961346972029,0.230941432063004,Pakistan
0.127363997198226,7.62232080317535,6.77385010506654,Panama
0.0386905582356995,1.89666436940041,1.56259131633356,Paraguay
0.127751035827443,3.57374177431148,3.31051364854984,Peru
0.0101386189211633,0.488698770772305,0.445757019921337,Philippines
0.101631567973311,4.0281745204337,3.39233475813178,Poland
0.136070209653827,7.42960507069722,5.84683568990736,Portugal
0.0977547944493529,3.86332830933943,3.58335845330284,Romania
0.0511200616084998,2.66310441413997,2.31614224475748,Russian Federation
0.0016754169240271,0.12613495985176,0.0930126621371217,Rwanda
0.0027027027027027,1.08288288288288,0.361261261261261,Saint Vincent and the Grenadines
0.0,0.001,0.001,Samoa
0.0085714285714285,0.643333333333333,0.504761904761905,Sao Tome and Principe
0.0182557575411661,1.05579464056391,1.03089809080791,Saudi Arabia
0.0040312947921643,0.17014452938366,0.139106545628285,Senegal
0.0591059364668679,5.84090843754492,0.0,Serbia
0.0009903472483389,0.0472859470979065,0.0307383728218629,Sierra Leone
0.094013181984621,4.7926400585866,4.36142438667155,Slovakia
0.171754636233952,8.2359010936757,7.31293390394674,Slovenia
0.0,0.0023776223776223,0.0013986013986014,Solomon Islands
0.0774468370564164,2.47148990407191,2.24809988595962,South Africa
0.128867429411147,6.17611000314894,0.31568384591162,Spain
0.0016000364680676,0.312604275880932,0.285335278296941,Sri Lanka
0.0041756938584688,0.0675819288923351,0.0497023877397432,Sudan
0.0264462809917355,1.4297520661157,1.31801652892562,Suriname
0.11674857858726,5.66697504095596,0.0,Sweden
0.111257817929117,6.16021542738013,3.67848042622191,Switzerland
0.0001187362852075,0.0351264015390627,0.0254636727086903,Thailand
0.0,0.0060698027314112,0.004628224582701,Timor-Leste
0.0009542215243386,0.0656601038772799,0.0547771469984298,Togo
0.0098612125639152,0.556026296566837,0.529948867786706,Trinidad and Tobago
0.0602051109616678,1.81721587088097,1.45330363147276,Tunisia
0.0318676331848526,3.01513787214732,2.88105019286576,Turkey
0.0007148947333901,0.0870575632364837,0.0313701055945432,Uganda
0.0592058020967974,3.07592273445354,2.65338216286084,Ukraine
0.0093475148292084,3.30744528533442,3.07916751892002,United Arab Emirates
0.167220071471114,5.86848272781417,0.0151608100059559,United Kingdom
3.51558576355175e-05,0.0008521110255465,0.0003063581879666,United Republic of Tanzania
0.140103007778633,8.15992184989602,0.0,United States of America
0.0136222033418295,1.26910223732654,1.08946474086661,Uruguay
0.0018171709486744,0.231301574296249,0.226751331421549,Uzbekistan
0.0,0.0003115264797507,0.0003115264797507,Vanuatu
0.0042869610752312,0.452585093384535,0.424398673415954,Venezuela (Bolivarian Republic of)
3.63791329293517e-05,0.0020632165389932,0.0015258447754368,Vietnam
0.002061959364313,0.0071313618990142,0.0047877690605512,Yemen
0.0045637510879025,0.334132941688425,0.290524369016536,Zambia
0.0088542017089416,0.232032564085313,0.190964139137455,Zimbabwe
